video,index,index of user operation frame,index of response frame,index of finish frame,index of end frame,response time(ms),finish time(ms)
popular_study-medical-web_md-scenario_1-video,26,687,692,721,723,97,680
popular_study-medical-web_md-scenario_1-video,27,724,729,793,793,101,1466
popular_study-medical-web_md-scenario_1-video,28,794,795,833,838,20,756
popular_study-medical-web_md-scenario_1-video,29,839,847,847,891,158,158
popular_study-medical-web_md-scenario_1-video,30,892,893,922,923,21,659
popular_study-medical-web_md-scenario_1-video,31,924,926,942,953,38,347
popular_study-medical-web_md-scenario_1-video,32,954,956,972,985,39,377
popular_study-medical-web_md-scenario_1-video,33,986,988,1004,1016,37,359
popular_study-medical-web_md-scenario_1-video,34,1017,1019,1042,1044,36,557
popular_study-medical-web_md-scenario_2-video,1,1,4,35,35,63,709
popular_study-medical-web_md-scenario_2-video,2,36,41,73,73,98,793
popular_study-medical-web_md-scenario_2-video,3,74,80,195,201,125,2585
popular_study-medical-web_md-scenario_2-video,4,202,208,251,253,151,2167
popular_study-medical-web_md-scenario_2-video,5,254,259,303,303,105,957
popular_study-medical-web_md-scenario_2-video,6,304,311,390,390,171,1688
popular_study-medical-web_md-scenario_2-video,7,391,394,416,417,131,611
popular_study-medical-web_md-scenario_2-video,8,418,421,444,444,54,530
popular_study-medical-web_md-scenario_2-video,9,445,449,473,473,87,589
popular_study-medical-web_md-scenario_2-video,10,474,482,600,671,231,2813
popular_study-medical-web_md-scenario_2-video,11,672,681,750,754,170,1580
popular_study-medical-web_md-scenario_2-video,12,755,761,787,787,112,646
popular_study-medical-web_md-scenario_2-video,13,788,794,817,819,118,618
popular_study-medical-web_md-scenario_2-video,14,820,824,852,888,86,628
popular_study-medical-web_md-scenario_2-video,15,889,897,953,1031,158,1264
popular_study-medical-web_md-scenario_2-video,16,1032,1051,1097,1097,385,2475
popular_study-medical-web_md-scenario_2-video,17,1098,1103,1134,1144,102,691
popular_study-medical-web_md-scenario_2-video,18,1145,1148,1185,1185,63,776
popular_study-medical-web_md-scenario_2-video,19,1186,1191,1227,1235,105,799
popular_study-medical-web_md-scenario_2-video,20,1236,1241,1274,1274,93,761
popular_study-medical-web_md-scenario_2-video,21,1275,1279,1303,1303,84,562
popular_study-medical-web_md-scenario_2-video,22,1304,1309,1345,1345,102,990
popular_study-medical-web_md-scenario_2-video,23,1346,1358,1358,1403,312,312
popular_study-medical-web_md-scenario_2-video,24,1404,1410,1451,1451,139,939
popular_study-medical-web_md-scenario_2-video,25,1452,1453,1488,1495,23,703
popular_study-medical-web_md-scenario_2-video,26,1496,1499,1552,1552,86,2554
popular_study-music_and_audio-shazam-scenario_1-video,1,286,360,375,490,1723,2362
popular_study-music_and_audio-shazam-scenario_1-video,2,491,492,516,562,25,648
popular_study-music_and_audio-shazam-scenario_1-video,3,563,608,664,664,1161,2575
popular_study-music_and_audio-shazam-scenario_1-video,4,665,669,669,723,125,125
popular_study-music_and_audio-shazam-scenario_1-video,5,724,728,728,871,99,99
popular_study-music_and_audio-shazam-scenario_1-video,6,872,877,907,907,136,891
popular_study-music_and_audio-shazam-scenario_1-video,7,908,909,943,943,27,1708
popular_study-music_and_audio-shazam-scenario_1-video,8,944,945,945,1005,31,31
popular_study-music_and_audio-shazam-scenario_1-video,9,1006,1010,1033,1041,104,1048
popular_study-music_and_audio-shazam-scenario_1-video,10,1042,1044,1068,1068,43,580
popular_study-music_and_audio-shazam-scenario_1-video,11,1069,1076,1119,1120,163,1100
popular_study-music_and_audio-shazam-scenario_1-video,12,1121,1162,1194,1195,910,1680
popular_study-music_and_audio-shazam-scenario_1-video,13,1196,1197,1233,1235,24,804
popular_study-music_and_audio-shazam-scenario_1-video,14,1236,1236,1236,1274,0,0
popular_study-music_and_audio-shazam-scenario_1-video,15,1275,1278,1298,1329,88,489
popular_study-music_and_audio-shazam-scenario_2-video,1,137,141,246,246,95,4320
popular_study-music_and_audio-shazam-scenario_2-video,2,247,251,269,270,114,555
popular_study-music_and_audio-shazam-scenario_2-video,3,271,280,296,298,236,653
popular_study-music_and_audio-shazam-scenario_2-video,4,299,314,321,321,418,622
popular_study-music_and_audio-shazam-scenario_2-video,5,322,329,341,363,186,681
popular_study-music_and_audio-shazam-scenario_2-video,6,364,374,468,471,259,4437
popular_study-music_and_audio-shazam-scenario_2-video,7,472,486,486,491,657,657
popular_study-music_and_audio-shazam-scenario_2-video,8,492,495,509,509,97,439
popular_study-music_and_audio-shazam-scenario_2-video,9,510,511,559,559,25,1097
popular_study-music_and_audio-shazam-scenario_2-video,10,560,561,609,609,22,1130
popular_study-music_and_audio-shazam-scenario_2-video,11,610,611,670,670,24,1305
popular_study-music_and_audio-shazam-scenario_2-video,12,671,675,723,723,100,1128
popular_study-music_and_audio-shazam-scenario_2-video,13,724,725,728,750,24,93
popular_study-music_and_audio-shazam-scenario_2-video,14,751,756,777,777,138,657
popular_study-music_and_audio-shazam-scenario_2-video,15,778,779,781,782,21,68
popular_study-music_and_audio-shazam-scenario_2-video,16,783,786,817,817,79,787
popular_study-music_and_audio-shazam-scenario_2-video,17,818,821,842,842,66,545
popular_study-music_and_audio-shazam-scenario_2-video,18,843,848,872,883,117,684
popular_study-music_and_audio-shazam-scenario_2-video,19,884,896,938,950,342,2217
popular_study-music_and_audio-shazam-scenario_2-video,20,951,962,979,1090,414,824
popular_study-music_and_audio-sound_cloud-scenario_1-video,1,1,3,18,18,42,345
popular_study-music_and_audio-sound_cloud-scenario_1-video,2,19,20,45,47,19,516
popular_study-music_and_audio-sound_cloud-scenario_1-video,3,48,52,75,97,77,519
popular_study-music_and_audio-sound_cloud-scenario_1-video,4,98,136,201,206,705,2119
popular_study-music_and_audio-sound_cloud-scenario_1-video,5,207,215,215,217,164,164
popular_study-music_and_audio-sound_cloud-scenario_1-video,6,218,222,249,268,83,614
popular_study-music_and_audio-sound_cloud-scenario_1-video,7,269,287,345,350,387,1477
popular_study-music_and_audio-sound_cloud-scenario_1-video,8,351,360,360,511,182,182
popular_study-music_and_audio-sound_cloud-scenario_1-video,9,512,517,530,634,107,402
popular_study-music_and_audio-sound_cloud-scenario_1-video,10,635,640,640,732,117,117
popular_study-music_and_audio-sound_cloud-scenario_1-video,11,733,737,756,807,93,472
popular_study-music_and_audio-sound_cloud-scenario_1-video,12,808,816,838,981,158,597
popular_study-music_and_audio-sound_cloud-scenario_2-video,1,2,5,5,39,70,70
popular_study-music_and_audio-sound_cloud-scenario_2-video,2,40,46,46,80,148,148
popular_study-music_and_audio-sound_cloud-scenario_2-video,3,81,88,112,115,133,595
popular_study-music_and_audio-sound_cloud-scenario_2-video,4,116,119,131,163,58,312
popular_study-music_and_audio-sound_cloud-scenario_2-video,5,164,168,176,220,77,248
popular_study-music_and_audio-sound_cloud-scenario_2-video,6,221,225,225,259,117,117
popular_study-music_and_audio-sound_cloud-scenario_2-video,7,260,264,352,362,78,1789
popular_study-music_and_audio-sound_cloud-scenario_2-video,8,363,368,391,453,185,722
popular_study-music_and_audio-sound_cloud-scenario_2-video,9,454,455,458,458,19,83
popular_study-music_and_audio-sound_cloud-scenario_2-video,10,459,459,658,658,0,3901
popular_study-music_and_audio-sound_cloud-scenario_2-video,11,659,660,689,689,20,597
popular_study-music_and_audio-sound_cloud-scenario_2-video,12,690,709,715,719,432,544
popular_study-music_and_audio-sound_cloud-scenario_2-video,13,720,731,741,742,252,452
popular_study-music_and_audio-sound_cloud-scenario_2-video,14,743,743,743,760,0,0
popular_study-news_and_mag-news_break-scenario_1-video,1,2,7,22,55,128,431
popular_study-news_and_mag-news_break-scenario_1-video,2,56,60,148,168,90,1982
popular_study-news_and_mag-news_break-scenario_1-video,3,169,174,184,195,138,788
popular_study-news_and_mag-news_break-scenario_1-video,4,196,202,237,241,126,886
popular_study-news_and_mag-news_break-scenario_1-video,5,242,245,279,282,56,712
popular_study-news_and_mag-news_break-scenario_1-video,6,283,287,318,329,79,671
popular_study-news_and_mag-news_break-scenario_1-video,7,330,336,360,366,148,700
popular_study-news_and_mag-news_break-scenario_1-video,8,367,377,414,419,201,947
popular_study-news_and_mag-news_break-scenario_1-video,9,420,425,448,453,88,530
popular_study-news_and_mag-news_break-scenario_1-video,10,454,459,499,502,96,862
popular_study-news_and_mag-news_break-scenario_1-video,11,503,508,534,538,99,581
popular_study-news_and_mag-news_break-scenario_1-video,12,539,545,566,575,112,516
popular_study-news_and_mag-news_break-scenario_1-video,13,576,588,602,605,263,533
popular_study-news_and_mag-news_break-scenario_1-video,14,606,612,646,651,119,785
popular_study-news_and_mag-news_break-scenario_1-video,15,652,657,697,699,97,870
popular_study-news_and_mag-news_break-scenario_1-video,16,700,707,715,724,232,379
popular_study-news_and_mag-news_break-scenario_1-video,17,725,730,745,775,107,398
popular_study-news_and_mag-news_break-scenario_1-video,18,776,780,845,852,75,1257
popular_study-news_and_mag-news_break-scenario_1-video,19,853,863,873,899,218,427
popular_study-news_and_mag-news_break-scenario_2-video,1,2,6,31,31,78,559
popular_study-news_and_mag-news_break-scenario_2-video,2,32,34,66,66,38,736
popular_study-news_and_mag-news_break-scenario_2-video,3,67,70,92,117,59,493
popular_study-news_and_mag-news_break-scenario_2-video,4,118,119,134,203,19,321
popular_study-news_and_mag-news_break-scenario_2-video,5,204,241,275,279,750,3614
popular_study-news_and_mag-news_break-scenario_2-video,6,280,286,314,319,155,681
popular_study-news_and_mag-news_break-scenario_2-video,7,320,333,345,397,332,564
popular_study-news_and_mag-news_break-scenario_2-video,8,398,410,423,432,269,529
popular_study-news_and_mag-news_break-scenario_2-video,9,433,445,483,483,287,1068
popular_study-news_and_mag-twitter-scenario_1-video,1,6,9,26,41,74,447
popular_study-news_and_mag-twitter-scenario_1-video,2,42,45,71,77,61,628
popular_study-news_and_mag-twitter-scenario_1-video,3,78,86,120,121,181,1040
popular_study-news_and_mag-twitter-scenario_1-video,4,122,125,148,153,71,600
popular_study-news_and_mag-twitter-scenario_1-video,5,154,158,161,176,111,181
popular_study-news_and_mag-twitter-scenario_1-video,6,177,183,202,209,149,608
popular_study-news_and_mag-twitter-scenario_1-video,7,210,212,235,244,48,588
popular_study-news_and_mag-twitter-scenario_1-video,8,245,250,300,302,119,1258
popular_study-news_and_mag-twitter-scenario_1-video,9,303,307,365,410,85,1504
popular_study-news_and_mag-twitter-scenario_1-video,10,411,419,429,456,224,446
popular_study-news_and_mag-twitter-scenario_1-video,11,457,462,513,524,123,1400
popular_study-news_and_mag-twitter-scenario_1-video,12,525,560,569,570,845,1100
popular_study-news_and_mag-twitter-scenario_1-video,13,571,571,571,709,0,0
popular_study-news_and_mag-twitter-scenario_1-video,14,710,712,734,746,56,626
popular_study-news_and_mag-twitter-scenario_1-video,15,747,751,766,784,87,426
popular_study-news_and_mag-twitter-scenario_2-video,1,1,82,104,122,1886,2447
popular_study-news_and_mag-twitter-scenario_2-video,2,123,125,132,132,66,239
popular_study-news_and_mag-twitter-scenario_2-video,3,133,134,135,143,23,65
popular_study-news_and_mag-twitter-scenario_2-video,4,144,145,147,149,20,99
popular_study-news_and_mag-twitter-scenario_2-video,5,150,150,153,158,0,70
popular_study-news_and_mag-twitter-scenario_2-video,6,159,163,163,170,97,97
popular_study-news_and_mag-twitter-scenario_2-video,7,171,172,174,180,19,87
popular_study-news_and_mag-twitter-scenario_2-video,8,181,182,183,191,24,99
popular_study-news_and_mag-twitter-scenario_2-video,9,192,195,195,201,108,108
popular_study-news_and_mag-twitter-scenario_2-video,10,202,203,204,206,27,110
popular_study-news_and_mag-twitter-scenario_2-video,11,207,210,210,217,72,72
popular_study-news_and_mag-twitter-scenario_2-video,12,218,219,222,224,20,86
popular_study-news_and_mag-twitter-scenario_2-video,13,225,226,230,235,22,109
popular_study-news_and_mag-twitter-scenario_2-video,14,236,237,239,254,24,90
popular_study-news_and_mag-twitter-scenario_2-video,15,255,256,257,267,17,80
popular_study-news_and_mag-twitter-scenario_2-video,16,268,274,369,370,144,4243
popular_study-news_and_mag-twitter-scenario_2-video,17,371,375,433,450,99,3161
popular_study-news_and_mag-twitter-scenario_2-video,18,451,480,486,489,651,816
popular_study-news_and_mag-twitter-scenario_2-video,19,490,494,504,505,111,344
popular_study-parenting-baby_tracker-scenario_1-video,1,1,7,12,36,161,273
popular_study-parenting-baby_tracker-scenario_1-video,2,37,42,52,71,100,311
popular_study-parenting-baby_tracker-scenario_1-video,3,72,72,72,83,0,0
popular_study-parenting-baby_tracker-scenario_1-video,4,84,94,94,297,209,209
popular_study-parenting-baby_tracker-scenario_1-video,5,298,309,309,349,243,243
popular_study-parenting-baby_tracker-scenario_1-video,6,350,353,353,362,59,59
popular_study-parenting-baby_tracker-scenario_1-video,7,363,368,376,431,143,306
popular_study-parenting-baby_tracker-scenario_1-video,8,432,436,436,489,91,91
popular_study-parenting-baby_tracker-scenario_1-video,9,490,506,506,508,381,381
popular_study-parenting-baby_tracker-scenario_1-video,10,509,515,515,551,121,121
popular_study-parenting-baby_tracker-scenario_1-video,11,552,557,572,578,102,413
popular_study-parenting-baby_tracker-scenario_1-video,12,579,585,599,617,120,414
popular_study-parenting-baby_tracker-scenario_1-video,13,618,631,631,657,288,288
popular_study-parenting-baby_tracker-scenario_1-video,14,658,664,664,723,120,120
popular_study-parenting-baby_tracker-scenario_2-video,1,1,8,8,39,141,141
popular_study-parenting-baby_tracker-scenario_2-video,2,40,44,125,135,76,1770
popular_study-parenting-baby_tracker-scenario_2-video,3,136,139,186,200,65,1044
popular_study-parenting-baby_tracker-scenario_2-video,4,201,213,221,266,310,482
popular_study-parenting-baby_tracker-scenario_2-video,5,267,271,280,298,86,296
popular_study-parenting-baby_tracker-scenario_2-video,6,299,305,314,315,164,355
popular_study-parenting-baby_tracker-scenario_2-video,7,316,321,356,358,103,854
popular_study-parenting-baby_tracker-scenario_2-video,8,359,364,386,390,98,566
popular_study-parenting-baby_tracker-scenario_2-video,9,391,398,403,443,177,284
popular_study-parenting-baby_tracker-scenario_2-video,10,444,445,463,465,46,419
popular_study-parenting-baby_tracker-scenario_2-video,11,466,471,502,511,109,707
popular_study-parenting-baby_tracker-scenario_2-video,12,512,514,514,523,34,34
popular_study-parenting-family_album-scenario_1-video,1,1,18,32,34,360,713
popular_study-parenting-family_album-scenario_1-video,2,35,40,62,62,118,557
popular_study-parenting-family_album-scenario_1-video,3,63,63,63,74,0,0
popular_study-parenting-family_album-scenario_1-video,4,75,80,87,114,138,271
popular_study-parenting-family_album-scenario_1-video,5,115,116,116,125,43,43
popular_study-parenting-family_album-scenario_1-video,6,126,135,204,205,176,2724
popular_study-parenting-family_album-scenario_1-video,7,206,208,209,217,47,66
popular_study-parenting-family_album-scenario_1-video,8,218,228,255,264,197,801
popular_study-parenting-family_album-scenario_1-video,9,265,280,351,356,325,1810
popular_study-parenting-family_album-scenario_1-video,10,357,362,393,393,95,702
popular_study-parenting-family_album-scenario_1-video,11,394,404,448,464,203,1045
popular_study-parenting-family_album-scenario_2-video,1,2,14,39,62,516,1034
popular_study-parenting-family_album-scenario_2-video,2,63,67,93,128,78,595
popular_study-parenting-family_album-scenario_2-video,3,129,132,141,179,60,246
popular_study-parenting-family_album-scenario_2-video,4,180,183,211,218,84,620
popular_study-parenting-family_album-scenario_2-video,5,219,223,246,251,82,534
popular_study-parenting-family_album-scenario_2-video,6,252,257,277,281,107,514
popular_study-parenting-family_album-scenario_2-video,7,282,285,307,313,55,499
popular_study-parenting-family_album-scenario_2-video,8,314,318,337,344,76,448
